gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
i make some errors too in the little princes height in one place he is too tall and in another too short,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.18181818181818182,0.0,0.13636363636363635,8.412065649527267e-232,0.11363636363636365,1.0
and i feel some doubts about the colour of his costume,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,0.9090909090909091
so i fumble along as best i can now good now bad and i hope generally fairto middling,extraordinary i to said your no goodbye in so i said all i is now which said man,0.2777777777777778,0.058823529411764705,0.2222222222222222,1.0518351895246305e-231,0.1388888888888889,0.9444444444444444
in certain more important details i shall make mistakes also,extraordinary i to said your no goodbye in so i,0.20000000000000004,0.0,0.20000000000000004,1.0244914152188952e-231,0.10000000000000002,1.0
but that is something that will not be my fault,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.0244914152188952e-231,0.0,1.0
my friend never explained anything to me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
he thought perhaps that i was like himself,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
but i alas do not know how to see sheep through the walls of boxes,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.13333333333333333,9.257324954728539e-232,0.06666666666666667,0.9333333333333333
perhaps i am a little like the grownups,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,0.875
i have had to grow old,extraordinary i to said your no,0.3333333333333333,0.0,0.3333333333333333,1.1640469867513693e-231,0.16666666666666666,1.0
as each day passed i would learn in our talk something about the little princes planet his departure from it his journey,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.09090909090909091,8.412065649527267e-232,0.045454545454545456,0.9545454545454546
the information would come very slowly as it might chance to fall from his thoughts,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,1.1008876702055895e-231,0.03333333333333333,1.0
it was in this way that i heard on the third day about the catastrophe of the baobabs,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,8.844844403089352e-232,0.05555555555555555,1.0
this time once more i had the sheep to thank for it,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.16666666666666666,9.788429383461836e-232,0.08333333333333333,1.0
for the little prince asked me abruptly as if seized by a grave doubt it is true isnt it that sheep eat little bushes yes that is true ah,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns,0.10344827586206896,0.0,0.06896551724137931,7.850707993042515e-232,0.05172413793103448,1.0
i am glad i did not understand why it was so important that sheep should eat little bushes,extraordinary i to said your no goodbye in so i said all i is now which said man,0.16666666666666666,0.0,0.1111111111111111,8.844844403089352e-232,0.08333333333333333,1.0
but the little prince added then it follows that they also eat baobabs i pointed out to the little prince that baobabs were not little bushes but on the contrary trees as big as castles and that even if he took a whole herd of elephants away with him the herd would not eat up one single baobab,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh,0.20689655172413793,0.0,0.1206896551724138,6.60163220855285e-232,0.1534865900383142,0.9655172413793104
the idea of the herd of elephants made the little prince laugh,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
we would have to put them one on top of the other he said,extraordinary i to said your no goodbye in so i said all i is,0.14285714285714285,0.0,0.14285714285714285,9.418382295637229e-232,0.10714285714285715,1.0
but he made a wise comment before they grow so big the baobabs start out by being little that is strictly correct i said,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it,0.16666666666666666,0.043478260869565216,0.125,8.231055179516831e-232,0.08333333333333333,1.0
but why do you want the sheep to eat the little baobabs he answered me at once oh come come as if he were speaking of something that was self evident,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble,0.06451612903225806,0.0,0.06451612903225806,7.720899511627474e-232,0.03225806451612903,1.0
and i was obliged to make a great mental effort to solve this problem without any assistance,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,8.972141065609098e-232,0.058823529411764705,0.9411764705882353
indeed as i learned there were on the planet where the little prince lived as on all planets good plants and bad plants,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.08695652173913043,0.0,0.08695652173913043,8.319100378795605e-232,0.06521739130434782,1.0
in consequence there were good seeds from good plants and bad seeds from bad plants,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.03333333333333333,1.0
but seeds are invisible,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
they sleep deep in the heart of the earths darkness until some one among them is seized with the desire to awaken,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.13636363636363635,0.0,0.09090909090909091,8.412065649527267e-232,0.09090909090909091,1.0
then this little seed will stretch itself and begin timidly at first to push a charming little sprig inoffensively upward toward the sun,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.043478260869565216,0.0,0.043478260869565216,9.893133360884868e-232,0.043478260869565216,1.0
if it is only a sprout of radish or the sprig of a rosebush one would let it grow wherever it might wish,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.043478260869565216,0.0,0.043478260869565216,8.319100378795605e-232,0.043478260869565216,1.0
but when it is a bad plant one must destroy it as soon as possible the very first instant that one recognises it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.043478260869565216,0.0,0.043478260869565216,8.319100378795605e-232,0.06521739130434782,1.0
now there were some terrible seeds on the planet that was the home of the little prince and these were the seeds of the baobab,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.08,0.0,0.08,8.147480343967206e-232,0.06,1.0
the soil of that planet was infested with them,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
a baobab is something you will never never be able to get rid of if you attend to it too late,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.09523809523809523,0.0,0.047619047619047616,8.510469113101058e-232,0.047619047619047616,1.0
it spreads over the entire planet,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
it bores clear through it with its roots,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
